gene,rpkm_normal,rpkm_tumoral,chromosome,p_or_q,locus
GRINA|2907_calculated,74.7785,110.754,8,q,
DJ417906|?_calculated,140.0993,110.7328,,,
SNORA33|594839_calculated,93.6755,110.1055,6,q,
SLC44A4|80736_calculated,52.7172,109.6779,6,p,
CCT7|10574_calculated,71.961,109.4544,2,p,
C17orf76-AS1|125144_calculated,72.1518,109.3049,,,
AGPAT2|10555_calculated,54.5607,109.2803,9,q,
TMBIM1|64114_calculated,68.9767,109.238,2,q,
ANXA11|311_calculated,90.9708,108.9392,10,q,
ST14|6768_calculated,48.9992,108.9297,11,q,24-
CD99|4267_calculated,140.4658,108.8735,X,p,22.32 and Y
TRMT112|51504_calculated,87.7549,108.713,11,q,
FCER1G|2207_calculated,85.303,108.6673,1,q,
CYC1|1537_calculated,55.4197,108.6637,8,q,
CAPZB|832_calculated,102.5756,108.6189,1,p,
PCBD1|5092_calculated,75.9602,108.4509,10,q,
FN1|2335_calculated,201.6359,108.363,2,q,
TACSTD2|4070_calculated,42.1524,108.2079,1,p,
ASS1|445_calculated,52.0777,108.1867,9,q,
CD9|928_calculated,100.0413,108.1205,12,p,
TM9SF2|9375_calculated,79.1389,107.9552,13,q,
EFHD2|79180_calculated,60.4634,107.591,1,p,
KRT7|3855_calculated,57.0464,107.503,12,q,
CEBPD|1052_calculated,182.3074,107.4787,8,p,11.2-
HNRNPK|3190_calculated,91.9362,107.3238,9,q,21.32-
PPP1CA|5499_calculated,54.8381,107.2712,11,q,
EIF3M|10480_calculated,83.5391,106.9951,11,p,
ANXA4|307_calculated,57.2094,106.9015,2,p,
ATP6V1F|9296_calculated,73.5354,106.8105,7,q,
ERH|2079_calculated,79.6934,106.5274,14,q,
RPL6|6128_calculated,88.0541,106.4739,12,q,
EIF4A1|1973_calculated,68.1155,106.3927,17,p,
AP2M1|1173_calculated,92.4826,105.987,3,q,
EIF3D|8664_calculated,81.1338,105.9408,22,q,
H1F0|3005_calculated,70.2476,105.886,22,q,
EIF3H|8667_calculated,87.123,105.5991,8,q,
ID1|3397_calculated,42.4612,105.5593,20,q,
ANP32B|10541_calculated,79.371,105.308,9,q,
IDH2|3418_calculated,90.7453,104.9954,15,q,
DAZAP2|9802_calculated,93.5683,104.9509,12,q,
DAP|1611_calculated,75.0956,104.8684,5,p,
LAPTM5|7805_calculated,106.6911,104.6192,1,p,
PPIA|5478_calculated,56.0821,104.5901,7,p,
SLC9A3R1|9368_calculated,47.9514,104.2477,17,q,
RPSA|3921|2of2_calculated,70.1642,104.1295,3,p,
BPIFB1|92747_calculated,21.8515,104.0958,20,q,
ARPC2|10109_calculated,84.9637,104.0052,2,q,
FXYD3|5349_calculated,39.3935,103.7617,19,q,13.11-
LGALS9|3965_calculated,63.6012,103.4986,17,q,
SLMO2|51012_calculated,68.3278,103.4826,20,q,
SUMO2|6613_calculated,83.6848,103.4527,17,q,
DJ417913|?_calculated,138.8239,103.2185,,,
SPINK4|27290_calculated,62.4344,103.1559,9,p,
PRDX6|9588_calculated,90.6339,103.1534,1,q,
BLVRB|645_calculated,58.3015,102.7126,19,q,13.1-
TAP1|6890_calculated,47.1055,102.5969,6,p,
TKT|7086_calculated,58.2274,102.4758,3,p,
CRNN|49860_calculated,7.3948,102.3327,1,q,
IL32|9235_calculated,55.0389,102.274,16,p,
MGP|4256_calculated,487.5663,102.2527,12,p,
CCNI|10983_calculated,136.3857,102.2436,4,q,
ZFP36L1|677_calculated,158.3494,102.163,14,q,22-
C19orf21|126353_calculated,61.6619,102.1582,,,
CDC42EP5|148170_calculated,46.2803,102.1218,19,q,
NONO|4841_calculated,79.2661,102.1121,X,q,
ECHS1|1892_calculated,57.721,101.8775,10,q,26.2-
DMBT1|1755_calculated,38.8256,101.8331,10,q,25.3-
TAPBP|6892_calculated,89.9486,101.6979,6,p,
ARPC1A|10552_calculated,79.1583,101.6902,7,q,
HSPD1|3329_calculated,50.7494,101.5445,2,q,
TMEM176B|28959_calculated,87.7348,101.5396,7,q,
SURF4|6836_calculated,69.75,101.3585,9,q,33-
CAPN1|823_calculated,63.9383,101.2855,11,q,
CD55|1604_calculated,67.7189,101.2682,1,q,
SF3B5|83443_calculated,68.8372,101.1644,6,q,
GUK1|2987_calculated,79.5554,101.0794,1,q,32-
SDC1|6382_calculated,38.897,101.054,2,p,
MVP|9961_calculated,71.3872,100.8527,16,p,
TALDO1|6888_calculated,58.2891,100.8113,11,p,15.5-
TAF10|6881_calculated,68.884,100.6338,11,p,15.5-
RABAC1|10567_calculated,92.8252,100.4982,19,q,
SPCS1|28972_calculated,70.8007,100.4408,3,p,
CYP2S1|29785_calculated,50.0761,100.3654,19,q,
TMED9|54732_calculated,63.0962,100.3605,5,q,
POLD4|57804_calculated,49.0111,100.3374,11,q,
CDH1|999_calculated,48.5786,100.3075,16,q,
LDHB|3945_calculated,104.1779,99.9008,12,p,12.2-
CTSH|1512_calculated,59.3773,99.8776,15,q,
UBA1|7317_calculated,71.4546,99.7856,X,p,
BRI3|25798_calculated,72.2763,99.4093,7,q,
CALM1|801_calculated,146.1803,99.3566,14,q,
TRAPPC1|58485_calculated,80.2823,99.117,17,p,
COL6A1|1291_calculated,200.2774,99.1017,21,q,
PRDX3|10935_calculated,74.8218,98.9567,10,q,25-
RNASEK|440400_calculated,90.655,98.8917,17,p,
TRAM1|23471_calculated,74.4622,98.7238,8,q,
EIF3L|51386_calculated,103.1354,98.5572,22,q,
NDUFB8|4714_calculated,89.6375,98.5014,10,q,
ITGB4|3691_calculated,56.5086,98.484,17,q,
LASP1|3927_calculated,64.1702,98.1257,17,q,11-
SEPP1|6414_calculated,144.2523,98.0855,5,q,
NDUFB9|4715_calculated,66.3676,97.8267,8,q,
RPPH1|85495_calculated,104.8887,97.7733,14,q,
RBP2|5948_calculated,11.8215,97.6085,3,q,
SLIRP|81892_calculated,69.8562,97.5305,14,q,
MSMB|4477_calculated,19.9138,97.5161,10,q,
CTNNA1|1495_calculated,85.8463,97.4682,5,q,
CDC37|11140_calculated,71.6116,97.1444,19,p,
DUSP1|1843_calculated,218.1667,96.8284,5,q,
TPM2|7169_calculated,812.8978,96.664,9,p,
APEX1|328_calculated,65.2126,96.5887,14,q,
YIPF3|25844_calculated,71.7699,96.5625,6,p,
MCL1|4170_calculated,96.567,96.3199,1,q,
RRBP1|6238_calculated,66.0358,96.0727,20,p,
NDUFS8|4728_calculated,70.2787,95.978,11,q,
USMG5|84833_calculated,77.0515,95.8578,10,q,
EPN1|29924_calculated,61.2676,95.8296,19,q,
YWHAH|7533_calculated,80.9935,95.5966,22,q,12.1-
PDIA6|10130_calculated,58.3711,95.5665,2,p,
PRDX4|10549_calculated,55.1427,95.4677,X,p,
NDUFA4|4697_calculated,75.2691,95.46,7,p,
TUFM|7284_calculated,55.013,95.0685,16,p,
MLF2|8079_calculated,66.5839,95.0331,12,p,
SRM|6723_calculated,70.6022,94.8613,1,p,36-
Y16709|?_calculated,65.6149,94.8462,,,
SEC61A1|29927_calculated,64.8795,94.8321,3,q,
SERINC2|347735_calculated,50.6744,94.8199,1,p,
PPP2R1A|5518_calculated,76.8852,94.6926,19,q,
ARPC5|10092_calculated,72.3801,94.64,1,q,
CXCL16|58191_calculated,59.7333,94.2319,17,p,
EIF3I|8668_calculated,65.8693,94.1302,1,p,
HIST1H2BK|85236_calculated,41.7354,94.0761,6,p,
NUTF2|10204_calculated,63.4534,94.0122,16,q,
PHB|5245_calculated,57.3439,93.9618,17,q,
STARD10|10809_calculated,46.1445,93.9542,11,q,
PTTG1IP|754_calculated,82.5443,93.6795,21,q,
C17orf49|124944_calculated,81.5396,93.6701,17,p,
CREB3L1|90993_calculated,64.7094,93.5428,11,q,
LAPTM4B|55353_calculated,62.8636,93.5082,8,q,
ARHGDIB|397_calculated,103.2753,93.3019,12,p,
MMP14|4323_calculated,86.7576,93.0176,14,q,11-
SLC25A39|51629_calculated,45.9097,93.0123,17,q,
SNRPB|6628_calculated,48.1066,92.9877,20,p,
HDLBP|3069_calculated,81.4145,92.3522,2,q,
HNRNPF|3185|2of2_calculated,57.3328,92.1905,10,q,
CSDE1|7812_calculated,135.131,92.1239,1,p,
COL4A2|1284_calculated,174.3541,92.0083,13,q,
SNX3|8724_calculated,103.5864,91.955,6,q,
NDUFAB1|4706_calculated,70.5009,91.9523,16,p,
IGFBP3|3486_calculated,110.2185,91.7358,7,p,13-
PLXNB2|23654_calculated,70.9673,91.0738,22,q,
BANF1|8815_calculated,64.1441,90.863,11,q,
PSMD3|5709_calculated,43.6209,90.7691,17,q,
CLU|1191_calculated,183.0688,90.7592,8,p,21-
BRK1|55845_calculated,86.9315,90.6836,3,p,
EEF1D|1936_calculated,77.5725,90.6533,8,q,
JTB|10899_calculated,61.0019,90.468,1,q,
CERS2|29956_calculated,59.7675,89.9411,1,q,
DDX5|1655_calculated,106.0405,89.6222,17,q,
XRCC6|2547_calculated,69.6622,89.6215,22,q,
ATP5I|521_calculated,63.3094,89.484,4,p,
PSMB6|5694_calculated,66.0472,89.483,17,p,
OS9|10956_calculated,69.7973,89.4626,12,q,
ERP29|10961_calculated,58.7387,89.3462,12,q,
EIF3E|3646_calculated,75.0114,89.2186,8,q,22-
IL2RG|3561_calculated,69.7728,89.1328,X,q,
SPRR1A|6698_calculated,6.6112,89.0096,1,q,21-
CKS2|1164_calculated,34.8268,88.8503,9,q,
TMEM59|9528_calculated,74.4501,88.805,1,p,
PPP4C|5531_calculated,49.51,88.7561,16,p,
UQCRFS1|7386_calculated,51.2908,88.6909,19,q,
RMRP|6023_calculated,46.8623,88.5427,9,p,21-
RAD23A|5886_calculated,71.3818,88.491,19,p,
SRRM2|23524_calculated,107.5731,88.4551,16,p,
TM4SF1|4071_calculated,48.0196,88.2384,3,q,21-
AES|166_calculated,95.7828,88.2231,19,p,
NOTUM|147111_calculated,1.6171,87.9724,17,q,
UCP2|7351_calculated,80.0562,87.9476,11,q,
CLTB|1212_calculated,59.9299,87.8978,5,q,
MMP2|4313_calculated,154.0745,87.8578,16,q,13-
H1FX|8971_calculated,71.7514,87.8453,3,q,
MMP1|4312_calculated,27.0882,87.754,11,q,21-
POLR2L|5441_calculated,58.481,87.687,11,p,
VASP|7408_calculated,69.2261,87.641,19,q,
COPZ1|22818_calculated,59.567,87.597,12,q,13.2-
LRP10|26020_calculated,80.0431,87.4188,14,q,
COL4A1|1282_calculated,124.8685,87.4087,13,q,
CNFN|84518_calculated,11.551,87.3343,19,q,
C14orf166|51637_calculated,86.2836,87.3243,14,q,
ATP5J|522_calculated,86.4425,87.2954,21,q,
LMAN2|10960_calculated,53.8326,87.1068,5,q,
KRT20|54474_calculated,34.3339,87.0031,17,q,
ILF2|3608_calculated,50.2139,86.9398,1,q,
LRRC59|55379_calculated,52.5231,86.9192,17,q,
KRT5|3852_calculated,2.3955,86.8048,12,q,
GDF15|9518_calculated,43.7671,86.6498,19,p,
SF3B14|51639_calculated,66.2034,86.5856,,,
DYNLT1|6993_calculated,71.1497,86.4007,6,q,25.2-
LMNA|4000_calculated,86.4455,86.3806,1,q,
UQCR10|29796_calculated,53.4193,86.3264,22,q,
SIGMAR1|10280_calculated,52.9937,86.3213,9,p,
BCL3|602_calculated,57.203,86.31,19,q,13.1-
TMEM123|114908_calculated,82.4608,86.2946,11,q,
HLA-DQB1|3119_calculated,59.3609,86.2231,6,p,
CA2|760_calculated,32.4446,86.1525,8,q,
TFG|10342_calculated,57.4638,85.945,3,q,
OCIAD2|132299_calculated,51.2159,85.8985,4,p,
ITGB1|3688_calculated,139.6611,85.8273,10,p,
PERP|64065_calculated,40.415,85.7017,6,q,
CTGF|1490_calculated,160.6605,85.4659,6,q,
DNAJA1|3301_calculated,57.168,85.4162,9,p,
PIK3R2|5296_calculated,53.0219,85.3824,19,p,
MIR3687|100500815_calculated,58.5581,85.3456,,,
LSM7|51690_calculated,60.6374,85.238,19,p,
MT1E|4493_calculated,80.8656,85.172,16,q,
LAMTOR1|55004_calculated,67.0588,84.9485,11,q,
AP2S1|1175_calculated,54.3511,84.5572,19,q,13.2-
HBXIP|10542_calculated,68.2954,84.5303,,,
MRPS24|64951_calculated,59.141,84.4701,7,p,
MRPL51|51258_calculated,61.3681,84.3053,12,p,13.3-
C19orf63|284361_calculated,59.5631,84.0964,,,
PPP1R1B|84152_calculated,40.7463,84.0634,17,q,
COPG1|22820_calculated,55.963,84.038,3,q,
ACTR3|10096_calculated,67.1594,83.932,2,q,
CYB5R3|1727_calculated,109.104,83.7517,22,q,
MAL|4118_calculated,13.7051,83.6161,2,q,
PHLDA2|7262_calculated,36.2102,83.5425,11,p,
NDUFB10|4716_calculated,72.8338,83.4385,16,p,
NFKBIA|4792_calculated,97.3332,83.4188,14,q,
IGFBP5|3488_calculated,215.6684,83.4068,2,q,33-
immunoglobulin_heavy_chain|?_calculated,37.7987,83.3499,,,
CSDA|8531_calculated,106.187,83.3126,,,
NDUFA12|55967_calculated,66.2331,83.2075,12,q,
CDK2AP2|10263_calculated,47.3624,83.1626,11,q,
VCP|7415_calculated,61.4963,82.9538,9,p,
PSMC4|5704_calculated,48.8234,82.9153,19,q,13.11-
RHOC|389_calculated,61.9111,82.8983,1,p,
SQSTM1|8878_calculated,67.058,82.8511,5,q,
CREG1|8804_calculated,74.412,82.7614,1,q,
NDUFB11|54539_calculated,58.5961,82.5473,X,p,
EMP1|2012_calculated,56.081,82.5132,12,p,
SF3A2|8175_calculated,60.571,82.3761,19,p,
PTGES3|10728_calculated,57.3083,82.2811,12,q,
AK097625|?_calculated,56.1357,82.1843,,,
PIGT|51604_calculated,57.9138,82.1685,20,q,12-
CD46|4179_calculated,57.726,81.9228,1,q,
TPP1|1200_calculated,88.0906,81.674,11,p,
PCNA|5111_calculated,37.1379,81.661,20,p,13-
LAD1|3898_calculated,30.3126,81.5638,1,q,25.1-
ELOVL1|64834_calculated,47.2719,81.4979,1,p,
FAM96B|51647_calculated,49.2695,81.334,16,q,
GMDS|2762_calculated,43.7259,81.0984,6,p,
NUDC|10726_calculated,60.3191,80.9749,1,p,35-
ELF3|1999_calculated,38.3575,80.9743,1,q,
BCAP31|10134_calculated,45.4491,80.8628,X,q,
NDUFV2|4729_calculated,60.7269,80.8503,18,p,
EIF4A2|1974_calculated,96.9599,80.7261,3,q,
PRR13|54458_calculated,49.9084,80.5997,12,q,
DBI|1622_calculated,39.5614,80.5899,2,q,12-
EIF4EBP1|1978_calculated,36.9459,80.518,8,p,
PCBP2|5094_calculated,67.0204,80.5068,12,q,
SELM|140606_calculated,227.185,80.4102,,,
C15orf48|84419_calculated,36.8541,80.4043,15,q,
SEPHS2|22928_calculated,50.9316,80.3559,16,p,
STIP1|10963_calculated,48.714,80.3383,11,q,
PSENEN|55851_calculated,50.514,80.3234,19,q,
H2AFZ|3015_calculated,44.4659,80.2449,4,q,
LSM3|27258_calculated,59.9928,80.1657,3,p,
CCND1|595_calculated,40.5489,80.0395,11,q,
WDR83OS|51398_calculated,72.509,79.9566,19,p,
GIPC1|10755_calculated,43.8748,79.9449,19,p,
ZNFX1-AS1|441951_calculated,51.0357,79.8768,,,
POMP|51371_calculated,58.6511,79.8574,13,q,
TESC|54997_calculated,36.8674,79.8194,12,q,
TMEM179B|374395_calculated,49.5494,79.8086,11,q,
SNHG5|387066_calculated,69.288,79.7157,6,q,
APOC1|341_calculated,55.0444,79.6746,19,q,
IER2|9592_calculated,74.1138,79.6578,19,p,
GNAI2|2771_calculated,101.2917,79.4651,3,p,
CCL20|6364_calculated,11.2722,79.3714,2,q,
UQCR11|10975_calculated,70.3708,79.3705,19,p,
HN1|51155_calculated,37.9939,79.289,17,q,
UXT|8409_calculated,60.4557,79.267,X,p,11.23-
NDUFA7|4701_calculated,52.1033,79.1474,19,p,
APH1A|51107_calculated,49.4495,79.0437,1,q,
COL6A2|1292_calculated,201.4673,79.0272,21,q,
SDHB|6390_calculated,50.5367,78.8176,1,p,36.1-
HNRNPD|3184_calculated,64.0588,78.7869,4,q,
JUN|3725_calculated,131.2965,78.6709,1,p,32-
STAT1|6772_calculated,52.2137,78.4961,2,q,32.2-
SEP15|9403_calculated,61.9637,78.476,,,
KRT17|3872_calculated,15.8158,78.1857,17,q,
LGMN|5641_calculated,66.5156,78.1317,14,q,
DD182001|?_calculated,140.2412,78.0974,,,
DJ439583|?_calculated,39.969,78.0204,,,
DCXR|51181_calculated,35.3199,77.9769,17,q,
MYADM|91663_calculated,180.6452,77.7383,19,q,13.33-
FU270201|?_calculated,48.8642,77.7101,,,
MANF|7873_calculated,42.6063,77.7097,3,p,
AK294004|?_calculated,36.1684,77.6463,,,
PYGB|5834_calculated,81.6859,77.5443,20,p,
PSMD4|5710_calculated,64.2997,77.2848,1,q,
TECR|9524_calculated,40.9863,76.8903,19,p,
TNFRSF12A|51330_calculated,47.8929,76.8397,16,p,
TIMP2|7077_calculated,166.1682,76.8314,17,q,
DNAJB1|3337_calculated,50.0124,76.7705,19,p,
MAF1|84232_calculated,77.6611,76.7284,8,q,
RPL27A|6157_calculated,62.6003,76.6512,11,p,
TMEM147|10430_calculated,46.9763,76.5844,19,q,
SET|6418_calculated,56.1823,76.5622,9,q,
PA2G4|5036_calculated,44.2352,76.4589,12,q,
RPL22|6146_calculated,85.5424,76.4234,1,p,
HLA-DMA|3108_calculated,46.5329,76.3909,6,p,
CMPK1|51727_calculated,55.2244,76.3362,1,p,34.1-
NBL1|4681_calculated,79.5325,76.2839,1,p,36.3-
PLEC|5339_calculated,84.8131,76.2541,8,q,
NHP2|55651_calculated,50.4747,76.2219,5,q,
C2orf28|51374_calculated,69.5341,76.191,,,
MGST3|4259_calculated,63.4513,76.0374,1,q,
RHCG|51458_calculated,4.3626,76.0226,15,q,
EIF4G1|1981_calculated,56.9622,75.9819,3,q,
UFC1|51506_calculated,59.2708,75.9777,1,q,
CNBP|7555_calculated,83.7032,75.9738,3,q,
ACO2|50_calculated,60.2782,75.9236,22,q,
CES2|8824_calculated,41.195,75.9077,16,q,
GSN|2934_calculated,191.5923,75.8818,9,q,
TYMP|1890_calculated,41.1777,75.8357,22,q,
CDK2AP1|8099_calculated,65.3078,75.7729,12,q,
AGR3|155465_calculated,40.3322,75.7446,7,p,
RRAS|6237_calculated,128.7514,75.6258,19,q,
SCAMP2|10066_calculated,50.6824,75.6115,15,q,23-
TSPAN13|27075_calculated,39.412,75.5956,7,p,
CUTA|51596_calculated,61.3644,75.5482,6,p,
C7orf59|389541_calculated,60.5093,75.4995,,,
DSG2|1829_calculated,40.2052,75.4239,18,q,
CXCL5|6374_calculated,20.2686,75.3478,4,q,
AHCY|191_calculated,39.5785,75.3076,20,q,
VPS28|51160_calculated,60.4906,75.2678,8,q,
TMED10|10972_calculated,63.541,75.1542,14,q,
FAM129B|64855_calculated,48.5307,75.1373,9,q,
CAPG|822_calculated,42.837,75.0854,2,p,
MGAT4B|11282_calculated,44.4104,75.0663,5,q,
BCL2L1|598_calculated,42.1447,75.0406,20,q,
C1R|715_calculated,172.2971,74.9921,12,p,
SERF2|10169_calculated,56.181,74.9708,15,q,
FU270182|?_calculated,51.2521,74.9548,,,
GHITM|27069_calculated,55.8597,74.9301,10,q,
AKR7A3|22977_calculated,31.121,74.656,1,p,
C19orf53|28974_calculated,54.511,74.602,19,p,
FU270202|?_calculated,46.9265,74.2299,,,
TMEM238|388564_calculated,35.622,74.0846,19,q,
PGD|5226_calculated,31.4005,74.0698,1,p,
CEBPB|1051_calculated,69.3706,73.9105,20,q,
CCT6A|908_calculated,44.6723,73.791,7,p,
FU270198|?_calculated,50.7724,73.6374,,,
PLVAP|83483_calculated,96.403,73.4533,19,p,
AEBP1|165_calculated,128.2425,73.1707,7,p,
CXCL1|2919_calculated,18.3942,73.1435,4,q,
MZT2B|80097|1of2_calculated,56.1559,73.1307,2,q,
FU270185|?_calculated,45.5612,73.0779,,,
C9orf16|79095_calculated,55.5118,73.014,9,q,
PPP1CC|5501_calculated,59.0722,72.97,12,q,24.1-
LTBR|4055_calculated,47.9601,72.9547,12,p,
CHPF|79586_calculated,50.994,72.9273,2,q,
GLO1|2739_calculated,53.7228,72.8536,6,p,21.3-
FKBP2|2286_calculated,53.4442,72.7726,11,q,13.1-
ADIPOR1|51094_calculated,49.7813,72.7421,1,q,
RPS28|6234_calculated,60.5029,72.6471,19,p,
SFPQ|6421_calculated,55.1838,72.4375,1,p,
FBL|2091_calculated,43.7063,72.4165,19,q,
PLD3|23646_calculated,65.1031,72.3079,19,q,
PVRL2|5819_calculated,35.8958,72.2888,19,q,
SNRPF|6636_calculated,42.3656,72.0296,12,q,
MRPS34|65993_calculated,43.4909,71.8813,16,p,
DDR1|780_calculated,39.5714,71.8322,6,p,
DQ599569|?_calculated,47.6922,71.7489,,,
C12orf75|387882_calculated,36.3951,71.6215,12,q,
POSTN|10631_calculated,84.9564,71.4458,13,q,
MYH14|79784_calculated,42.1359,71.3218,19,q,
PSMA6|5687_calculated,45.9734,71.1922,14,q,
APOA1BP|128240_calculated,48.196,71.1589,1,q,
SLC1A5|6510_calculated,25.9282,71.147,19,q,
MSN|4478_calculated,125.4343,71.1037,X,q,
ADH1C|126_calculated,56.0499,71.071,4,q,
MT1A|4489_calculated,73.5079,71.0106,16,q,
FU270186|?_calculated,44.0434,71.0085,,,
MUC6|4588_calculated,43.9495,70.942,11,p,
QARS|5859_calculated,49.8704,70.9384,3,p,
SDHD|6392_calculated,57.8517,70.6892,11,q,
FLOT1|10211_calculated,69.9976,70.628,6,p,
REPIN1|29803|2of2_calculated,48.8163,70.5039,7,q,
CCT8|10694_calculated,43.1503,70.4619,21,q,
DM110804|?_calculated,43.572,70.4456,,,
UQCRQ|27089_calculated,47.8668,70.4259,5,q,
RNF181|51255_calculated,52.339,70.4236,2,p,
PRR15L|79170_calculated,31.048,70.3264,17,q,
PGRMC1|10857_calculated,55.5926,70.1656,X,q,22-
PYCARD|29108_calculated,45.7714,70.1151,16,p,
CKB|1152_calculated,240.766,70.0842,14,q,
RAB1A|5861_calculated,58.1609,70.0801,2,p,
SAP18|10284_calculated,58.0146,69.9821,13,q,
ARL6IP4|51329_calculated,58.7986,69.8635,12,q,
POLR2K|5440_calculated,56.7425,69.8436,8,q,
BACE2|25825_calculated,42.9324,69.8005,21,q,
FU270200|?_calculated,48.3917,69.639,,,
RTN4|57142|1of2_calculated,106.8382,69.6239,2,p,14-
SRSF2|6427_calculated,50.7784,69.5552,17,q,
FU270179|?_calculated,43.5599,69.3665,,,
DDX17|10521_calculated,89.3464,69.3582,22,q,
PSMA3|5684_calculated,46.0577,69.3007,14,q,
RHOG|391_calculated,57.4892,69.2648,11,p,15.5-
CNN2|1265_calculated,60.8004,69.2607,19,p,
EGR1|1958_calculated,172.9361,69.1525,5,q,23-
GLUL|2752_calculated,74.9952,69.1324,1,q,
SOX9|6662_calculated,42.5484,69.0339,17,q,
CLPTM1|1209_calculated,49.2314,68.7579,19,q,
HNRNPUL1|11100_calculated,62.3315,68.7269,19,q,
C1orf43|25912_calculated,46.641,68.6963,1,q,
C10orf116|10974_calculated,69.2599,68.5736,,,
MRFAP1|93621_calculated,70.3978,68.5354,4,p,
REPIN1|29803|1of2_calculated,47.4871,68.3811,7,q,
MMP11|4320_calculated,41.287,68.3611,22,q,
KLF2|10365_calculated,86.5689,68.2539,19,p,
SPRR2A|6700_calculated,9.7374,68.1774,1,q,21-
SEPT2|4735_calculated,78.6268,68.1688,2,q,
BAG6|7917_calculated,55.515,68.1168,6,p,
RNPEPL1|57140_calculated,53.1319,67.9939,2,q,
ETS2|2114_calculated,63.546,67.9914,21,q,
CD82|3732_calculated,49.2114,67.9827,11,p,
DDIT4|54541_calculated,44.3699,67.9731,10,q,
HNRNPC|3183_calculated,50.2262,67.9409,14,q,
NAPRT1|93100_calculated,30.8215,67.8555,,,
CYB5A|1528_calculated,44.9795,67.7571,18,q,
FU270195|?_calculated,42.028,67.642,,,
ATP1B3|483_calculated,49.9984,67.6419,3,q,
PNPLA2|57104_calculated,58.2703,67.6124,11,p,
GADD45GIP1|90480_calculated,50.6166,67.5937,19,p,
TGFBI|7045_calculated,109.3555,67.5578,5,q,
CNN1|1264_calculated,1030.2805,67.5189,19,p,13.2-
NDUFB4|4710_calculated,53.6651,67.422,3,q,
ATP5F1|515_calculated,49.2222,67.4048,1,p,
SRPR|6734_calculated,53.7882,67.1275,11,q,24-
H2AFX|3014_calculated,29.2886,67.0962,11,q,
DDT|1652_calculated,33.1558,67.0781,22,q,
CTDNEP1|23399_calculated,55.3085,66.9844,17,p,
SF3B2|10992_calculated,54.0762,66.9566,11,q,
DANCR|57291_calculated,35.8875,66.9512,4,q,
ARF5|381_calculated,44.5648,66.9057,7,q,
PSMD8|5714_calculated,43.2363,66.8928,19,q,
MRPL37|51253_calculated,37.9343,66.7714,1,p,
PPAP2C|8612_calculated,29.7091,66.7469,19,p,
NDUFB5|4711_calculated,54.7893,66.7434,3,q,
PRSS3|5646_calculated,21.7943,66.7083,9,p,
XRCC5|7520_calculated,52.9767,66.7016,2,q,
SBDS|51119_calculated,81.7163,66.6757,7,q,
CCT4|10575_calculated,50.0654,66.6653,2,p,
STOML2|30968_calculated,39.1601,66.6202,9,p,
RHBDD2|57414_calculated,47.9044,66.5509,7,q,
QSOX1|5768_calculated,45.9661,66.4473,1,q,
CCT2|10576_calculated,39.5651,66.4015,12,q,
KHSRP|8570_calculated,51.3126,66.3759,19,p,
HEBP2|23593_calculated,48.3705,66.3207,6,q,
MRPL41|64975_calculated,41.3063,66.1805,9,q,
TAX1BP3|30851_calculated,52.9637,66.1691,17,p,
FU270191|?_calculated,41.9321,66.1051,,,
DPP7|29952_calculated,48.179,66.0538,9,q,
OSTC|58505_calculated,42.5981,65.9864,4,q,
ODC1|4953_calculated,44.2231,65.9454,2,p,
GPAA1|8733_calculated,48.7388,65.8619,8,q,
PLBD1|79887_calculated,40.2404,65.7859,12,p,
PEA15|8682_calculated,92.0814,65.6709,1,q,
KRTCAP2|200185_calculated,50.3581,65.6321,1,q,
STRA13|201254_calculated,29.2419,65.6059,17,q,
APOL1|8542_calculated,36.7797,65.514,22,q,
MYH11|4629_calculated,1181.7274,65.4523,16,p,
ARF3|377_calculated,55.1712,65.3819,12,q,
HMGB2|3148_calculated,44.0425,65.3726,4,q,
NSA2|10412_calculated,68.8922,65.3442,5,q,
NACA|4666_calculated,65.6259,65.3051,12,q,23-
PSMB7|5695_calculated,47.1669,65.1957,9,q,34.11-
HSPA9|3313_calculated,45.6781,65.1706,5,q,
C6orf108|10591_calculated,40.0708,65.1682,,,
TXNDC12|51060_calculated,43.1516,65.0739,1,p,
RAD21|5885_calculated,46.6256,64.9803,8,q,
SYPL1|6856_calculated,56.3446,64.849,7,q,
PSMD2|5708_calculated,44.8405,64.8177,3,q,
MRPL23|6150_calculated,37.0496,64.8127,11,p,
SND1|27044_calculated,46.6512,64.7478,7,q,
C1S|716_calculated,140.076,64.6227,12,p,
FU270193|?_calculated,45.1035,64.5935,,,
WFDC2|10406_calculated,39.5642,64.5838,20,q,
RAB11B|9230_calculated,62.2622,64.4548,19,p,
DQ597473|?_calculated,49.3189,64.3998,,,
ADRM1|11047_calculated,36.2279,64.3892,20,q,
CXCL14|9547_calculated,55.1994,64.3603,5,q,
ETHE1|23474_calculated,35.2531,64.2113,19,q,
KPNB1|3837_calculated,52.3225,64.1774,17,q,
AUP1|550_calculated,36.6291,64.1377,2,p,
